target_sentence,source_sentence
"Nace la solidaridad entre las personas y los vecinos invitaban a comer noquis, (que era siempre considerada comida para los pobres) a las familias más grandes.","Yanapt ’ asiñanakax qalltanwa; jaqinakamp jak ’ an jakirinakampix ñoquis uka manq ’ añw walja phamilyanakarux churapxana (pisin jakirinakan manq ’ apa, ukjam uñt ’ ata)."
"Será enterrado en una tumba, a diferencia de muchas de sus víctimas, arrojadas al mar desde un avión.","Cementeryunw allintatäni, mayjanw jupan walja jiwkatayat jaqinakanxa, khitinakati mä lata jamach ’ it lamar qutar jaqtatapxäna."
Nota: El presente artículo fue publicado originalmente en la web de Derechos Digitales.,Qillqa: aka jiccha qillqa yatiyawix nayrïrpachax web Derechos Digitales ukan uñacht ’ ayatawa.
Puedes expandir la infografía acá.,Aka inphugrafiyanx jach 'aptayasmawa akana.
"Mikuláš Huba, ecologista y MP reelecto, escribió:","Mikuláš Huba, ecologista ukat MP ukan wasitat ajllitaxa, qillqi:"
Votando por las siete maravillas naturales de África,Áfricataki paqallqu maravillas naturales ukatak chhijllasa
"El que quiera puede opinar, debatir, proponer.",Khitis amuyunakapx arsukispawa.
Añadió que lo que hizo el acusado cae bajo la jurisdicción de las leyes federales.,Dubai ukan pallapallanakax arst ’ awitw uñt ’ ayapxi:
Aquí está una de ellas:,Akax mayirï ukaxa:
¿Empezamos con las buenas noticias?,Aski yatiyawinakampit qalltapxtana?
¿Qué es esto...?,¿Kunas akaxa...?
La decisión provocó protestas en todo el país y principalmente se organizó un plantón alrededor del palacio presidencial.,Aka amtawix sartasiwinak markpachan kawsawatayna ukatx aka palascio presidencialax wali jark ’ aqt ’ atarakinwa.
"La región, ""el corredor de Nacala"", es del tamaño de Suiza y Austria juntas.","""Corredor de Nacala ” ukax, Suiza, Austria ukch 'aw jaqthapitaxa."
La evidencia no sustenta esa afirmación.,Uka amuyux janiw qhananchkit chiqatapa.
Es uno de los programas más populares en la televisión panameña y las reacciones en torno a su posible candidatura no se hicieron esperar.,Kunayman partidos ukanakax niyaw electores ukanakar payïri chhijlläw electoral ukar mantañ amtanakap uñt ’ ayxapxi.
"Foto: Calé, publicación autorizada.","Jamuqa: Calé, qhanstayawix yatiyatawa."
"Sin embargo, su viaje no ha sido bien visto por algunos blogueros.",Ukampirus ch 'usasiwipax yaqhip bloguerunakatx janiw suma uñjatakanti.
Pero la campaña no ha estado libre de críticas o bromas.,Ukhamrak aka campañax janiw criticanakat ukat sawkak qhispiyäsikiti.
"El título de este artículo se tomó del blog Mértola, en el que Carlos Viegas escribe que Milagrário Pessoal es:","Blog Mértola uka qilqatan qilqatawa, Carlos Viegas jupax Milagrário Pessoal es ukxat qilqi:"
"La ansiedad se cierne sobre ciudad Calbayog de Samar, pues las provisiones están escaseando; se ve pánico al comprar en la mayoría de las tiendas de comestibles.","Llakisiñax Calbayog de Samar uka markxankiwa, yanapawix pist ’ atawa; manq ’ añanak alasiñax jilpachax alxañ utanakanx llakin uñjatawa."
Nosotros lo celebramos.,Nanakax amtapxtwa.
"Creo que alguien está luchando con los municipales de Teherán: un día alguien hace un grafiti y, al siguiente, lo borran.",Amuyt ’ atatx manyiw municipalidad tuqit Teherán markan nuwasiski: kunatix mä urux mayniw mä grafiti luri ukat qhiparux pichxataw uñstxi.
El interrogador se rehusó a quitármelas.,Jiskt 'irix aparañ munitäna sasa.
María Mercado es una estudiante y voluntaria que trabaja con comunidades indígenas.,"Maria Mercado-x mä yatiqirirak ukat yanapirirakiwa, khithiti patankir jilat kullakanakampiw irnaqi."
"En apenas pocas horas, nueve personas en tres continentes, cinco países y siete ciudades han colaborado para difundir la historia del ""Grito de resistencia de los guaraní Kaiowa"" al mundo en portugués e inglés.","Juk 'a pachanxa, kimsa continentenakata, phisqha suyuta (países) ukat paqallqu jisk 'a markata jaqinakax yanapt 'asiniwapxi ""Grito de resistencia de los guaraní Kaiowa uka sarawxata"" uraqpachana portugués ukat inglés aruna."
"A pesar del peligro del calor extremo, muchos padres llevaron a sus bebés.",Pacha wali junt ’ ürximïpans awki taykanakax wawanakap ichupxänwa.
"Elysium, la película ambientada en el año 2155 protagonizada por Matt Damon y Jodie Foster, asesta una puñalada al sistema de asistencia sanitaria en Estados Unidos, y también ofrece una visión del sistema inmigratorio del país si se lleva a cabo una reforma integral.","Elysium, aka película-x 2155 markar uñtas jamuqt 'atawa, ukatax Matt Damon ukatx Jodie Foster, Estados Unidos uksa markaruw mays ch 'akhuntkasph ukjam luri, ukjamarak uksa markar irnaqir saririnakatw mä amuyt 'aw kamachinakax phuqhasiskit janich ukanaw uñacht 'ayi. mayacht 'at lantikipawinaka."
Hubo talleres y presentaciones de herramientas técnicas y estrategias de organización.,"Ukat uñañcht 'äwinakas yatint irnaqäwinakas ukat kunjamas wakicht 'aña, ukatuqinakat utjäna."
(VIDEOS),(WITIYUNAKA)
"Cuando una lengua no se utiliza, esa lengua muere "".","Kunapachati, mä arux jan arsutax ukhax uka arux chaqtxaspawa """
Lo último que se ha agregado es una difusión por radio en vivo de los discursos y lemas.,Qhip qhipax uxurit yatiyäwiw arst ’ äwinakatampit amuy arst ’ awinakampitaw apkatataxa.
Música de lucha,Ch ’ axwäw qhachwa
La gente acá necesita toda la ayuda que puedan recibir.,Akanx jaqix taqi kast yanap muni.
"Pero, de ser necesario, es un ideal por el que estoy preparado a morir.",Mandelax jaytawayiwa wali amuyt ’ at arunaka.
"En el blog 24-Mamfakinch se publicó el siguiente vídeo en el que aparecen unos individuos no identificados, intentando supuestamente forzar una urna electoral tras el cierre del colegio y antes de que se iniciara el recuento.","Blog 24-Mamfakinch ukax mä witiyu ukw uñt ’ ayi, ukanx mayanakax sapaki yaqhipansti walja ukhamaw uñjasi, urna electoral ukar jan walt ’ ayas yant ’ awimpi, niya qalltar ukahamarak niya tukuyaru."
A menudo me confundía cuando estaba tratando con los comerciantes.,"Mä qhawkharakiw juyranakajax aljasirïta, kunatix janiw aljañ yatkayäti."
"Aquí, este proceso fue utilizado para crear un curso digital.","Akana, akax mä digital yatintäw uñstayañatakiw apnaqatäna."
Política,Pulitika
@MajedAbusalama: Nuestra moral está alta en Gaza.,@ MajedAbusalama: Gazan moralasax jach ’ askiwa.
"Ozgur Gurbuz, de Estambul, dice:","Ozgur Gurbuz, Estambul ukatxa, arst ’ iwa:"
"Estábamos hablando de temas especializados, y lo hacíamos en pidgin de Nigeria.",Yatintat yatintäwinak pidgin de Nigeria markat aruskipaskapxata.
"La siguiente lección musical nos enseñará a saludar a las personas en suajili, la cual es la lingua franca o lengua común en la mayor parte del este de África.","Jutïr t 'aqa jaylliwix suajili, uksan jaqinakar aruntasiñ yatichistäni, jilpacha aka Africa tuqinx lingua franca jan ukax lengua común ukhamawa."
"Entre las partes sobresalientes de su nota, la ex ministra Chacón señala:",Ex ministra Chacon jupasti qilqäwipanx uñt ’ ayiwa:
La víspera del lunes mostró un cierto augurio del agradable regalo que estaba por llegar.,Qatar markachirinakarux mä juk 'a yalluw purxatt ’ awayatayna.
El plan era exportar la energía generada en esta planta hacia China.,Aka luräwimpix munatanw kallisay China marakar apayañataki.
La acción de protesta se mantuvo en pie.,Ukats unxtasiwix kayut uñjatakiskanwa.
"Y bueno, pueden encontrar a Janet acá y también en Twitter claro.",Janetarux akan jikxatapxasma ukakipkarakiw aka Twitter ukans jikxatapxasma.
"@rrcoalition: El gobierno paga 44 millones de dólares por software de Microsoft y, al mismo tiempo, afirma que está a punto de declararse en bancarrota.","@ rrcoalition: Marka apanaqirix 44 waranq waranqa dólar-anak software de Microsoft-aru paylli, ukatx qulqiw jan uthxanit sarakiwa."
Cuéntanos más sobre ti:,Jumapachpat juk ’ amp jist ’ awayapxita:
Las organizaciones campesinas fueron excluídas completamente del diseño de las políticas y del proyecto.,Ukatx tantacht ’ at markachirinakax aka política uka wakichäwitx jaqsutapuniw uñjasipxi.
"""Las batidas son ilegales""Imagen publicada en el grupo en Facebook"" Soy Colombiano ""","""Las batidas son ilegales"" Imagen publicada en el grupo en Facebook ""Soy Colombiano"""
El mismo día me contactaste y el resto es historia.,Ukürpachaw chikanchasta.
"De acuerdo a un informe del gobierno, 125.348 familias (602.442 personas) se vieron afectadas por la tormenta.",Jilir irpiripan yatiyawiparjamax 125.348 wila masi (602.442 jaqiw) uka tormentan jan walt 'ayat jikxatasipxi.
"Pero también, la Patagonia es un destino para quienes quieran recorrerla en bicicleta, como es el caso de los blogueros de La Vida de Viaje, quienes van relatando todo su trayecto, aventuras y desventuras a través de su blog:","Ukampirus Patagonia uksachiqarux khitinakati sarañ munapk ukanakax wisiklitats purt ’ apxarakispawa, kunjamati La Vida de Viaje ukan bloguerunakapax blogunakapan kuna aski yatiyäwinakas jan ukax jan aski yatiyäwinakas qillqt ’ apxi:"
Jaja.. Sí que me interesa la gastronomía pero no cocino tanto como me gustaría. Me interesa mucho probar comidas de diferentes países.,"Jaja.. gastronomía ukax wali askiwa, may may markanakat manq 'anak mallt 'añax wali askiwa, ukampirus janiw nayax anch phayirikti."
Seamos positivos en esto.,Taqinis akatx nayrankañasawa.
Han pasado 42 años para que los acusados fueran sometidos a juicio.,42 maranakaxiwa tumpatanak taripur apañataki.
El status quo es más fácil y cómodo.,Yaqhipanakax yanapañs munapkiti.
Confirmo que nadie en #Libia puede confirmar nada por el momento acerca de Khamis Gaddafi,Janiw khitis # Libia markan Khamis Gaddafi ukan jiwatapatx chiqaw siskaspati
Las muertes chinas informadas y los números de casos no tienen sentido.,"China jaqi jiwatanaka, chhuxi usu aviar uka usuninak mayjakiw jan jamakiw amuyt`añaxa."
Ella entró rápidamente en la cultura popular generando conversaciones y discusiones sobre muchos temas...,Ukatawa jank ’ aki markanakaru ch ’ iqitatawayi wal jaqinakar parlayasa taqi kasta parlawinakata.
Una foto que muestra a una pequeña niña cargando a su hermano bebé en un salón de clases causó conmoción en el ciberespacio chino el mes pasado.,"Walpin chuymax ch ’ allxtitu, kunatix mä jamuqawa, mä yatiqañ utan mä jisk ’ a imill wawar jisk 'a asu wawa icht ’ at uñast ’ ayi."
imagen compartida por Gustavo Streger (@gstreger) en Twitter.,imagen compartida por Gustavo Streger (@ gstreger) en Twitter.
Los mejores 10 barrios chinos en el mundo,Uraqpachan 10 barrio chino utjatapa
"Kevin corrige el post, y queda publicado en el sitio de Global Voices en inglés.",Kevin qillqat uñt 'ayatya askicht 'i sitio Global Voices inglés uka aruna.
¿Dónde están las ratas y los roedores?,¿Kawkhankis pä kayun achakunakaxa?
¡Los amo!.,Ch 'amañchasisipkakima!.
"Algunos de los residentes, que han vivido en estos barrios durante décadas, han construido granjas para su propia subsistencia, mientras que otros han tratado de ganarse la vida recogiendo y vendiendo chatarra.","Yaqhip jakasirinakax, walja maranakaw uka jisk ’ a markan jakasipxatäna, kunatix jupanakax pachpa uywa uyunak lurasipxatäna uka tuq jakasiñataki, yaqhipanakasti thatha yanak apthapisarakiw jakasipxi ukhamat uk aljasasisas jakasipxaraki."
"Bob Boorstin afirmó que internet no es un lugar sin fronteras — si cruzas los límites, las leyes cambian — y también expuso su creencia de que los monopolios tecnológicos no duran.",Bob Boorstin jupax arst ’ iwa internet ukax janiw qurpanikiti (fronteras) — maysar amkiptasma ukax kamachinakax mayjt ’ iwa — ukharusti monopolios tecnológicos ukax janiw wiñayakiti sasin arst ’ i.
"Mierda, esto va para largo. http://twitpic.com/42m3bt",Ukaxa janiw kunatakikisa. http: / / twitpic.com / 42m3bt
¡La policía no ha arrestado ni a un solo responsable!,"Ukat, janiw pallapallanakax mayni juchansa jist ´ antawaykiti."
La agencia estatal de noticias siria (SANA) publicó una declaración de inmediato diciendo que las autoridades sirias ofrecían su más sentido pésame a las familias de los fallecidos y al pueblo turco.,Agencia estatal de noticias siria (SANA) makiw mä declaración uskutayna akham sasa autoridades sirianakax jiwat jaqinakat wilamasinakar ukat turco markarur pésame churapxäna.
Imagen del usuario de Flickr Taro Taylor (CCBY).,Image by Flickr user Taro Taylor (CCBY).
"@draddee: Gaddafi pide que se formen comités sociales para proteger los valores, la ética y las costumbres de la sociedad #Libya","@ draddee: Gaddafi: markachirinaka tamacht ’ añataki ukjamata jupanakax arxatapxañapataki, aski sarnaqawinaka Libia markachirinakaxa uk mayiwayatayna"
No hay nada como un cambio en el clima para hacer que la gente hable.,Qatar: Mä ch 'aqa jallu purjatt 'awix wal kusisiyi
Foto grupal de la Cumbre 2012,Taqpach Cumbre 2012 ukan chikanchasirinakan jamuqapa
Bolivia: comunidades divididas por consulta sobre carretera TIPNIS,Bolivia: TIPNIS uksan thakhi lurasiñapatak jiskt 'aw utjataplaykux markanakaw t 'aqxtatapxi
"Lo puedes descargar en los tres formatos de siempre: PDF (3,1 MB) Mobipocket (2 MB) ePub (2,4 MB)","Kimsa formatos ukanw apaqasma (descargar): PDF (3,1 MB) Mobipocket (2 MB) ePub (2,4 MB)"
"Foto de Piti A Sahakorn, Derechos de autor @Demotix (3/3/2013)","Foto de Piti A Sahakorn, Derechos de autor @ Demotix (3 / 3 / 2013)"
¡La financiación!,¡Yanat ’ äña!
Martha Valencia Intimayata escribe:,Martha Valencia Intimayata kullakan qilqt ’ ata:
"O sea, quien no está informado es el ciudadano en sí mismo. ”",Khistis jan yatiyaw ist ’ iriki.
"En el post del 12 de marzo del 2012, explican:",Post 12n uru achuqa 2012n maratx uñt ’ ayiwa:
"Las personas celebraron la victoria sin olvidar a Hussein Mousavi, líder de la oposición encarcelado.","Jaqinakax Hussein Mousavi ukar jan armasaw amtapxi, oposición p 'iqt 'irix mutuñ utan jist 'antatawa."
Colombia: Una visita a la reserva indígena Karmata Rua,Colombia: Karmata Rua-r Saräwisa
…¡Y ahora nuestro primer libro electrónico ya está disponible también en español!,… ¡Jichhax libro electrónico ukax español arun utxi!
"Grecia, Alemania y el dedo medio de la Venus de Milo","Grecia, Alemania y el dedo medio de la Venus de Milo sata"
Los médicos egipcios han estado en huelga parcial desde el 1 de octubre.,Egipcios ukan qullirinakax 1 uru taypi sata phaxsit sayantapxi.
"Foto del usuario de Flickr marissa_strniste, bajo licencia Creative Commons (CC BY 2.0)","Foto del usuario de Flickr marissa _ strniste, bajo licencia Creative Commons (CC BY 2.0)"
También pueden utilizarse como protección de los malos espíritus.,Ukakipkarakiw kunayman jan walinakat jark 'aqasiñatakis apanaqata.
Restos de tronco y tan sólo un pozo donde la gente tira la basura.,Uka alayan uñjask uka jamuqax niya kumsa phaxsiw apsutaxi.
"Esta solución mediada por tecnología, sostiene, puso fin a la corrupción asociada a la distribución de fertilizantes:","Aka askichäw tecnologíamp pampachata, fertilizantenak ñanqhachäwimp churäw tukt ’ ayiwa:"
El capítulo boliviano de Wikimedia reunió a los editores y lectores locales de Wikipedia por primera vez.,"Boliviano Wikimedia ukax nayrïr kutiw Wikipedian qilqirinakataki, ullart 'irinakatak jikthaptaw wakt 'ayawayi."
Todo aquel que levante un arma sera castigado con pena de muerte.,Kjititixa armanaka aptkani ukaxa jiwayawimpi juchapa mutuyataniwa.
"Progreso, Wanchaq).","Progreso, Wanchaq) uksatuqina."
- Los videos tendrán entre 3 y 5 minutos de duración.,- Witiyunakax 3 ukat 5 k ’ ata (minutos) ukhaw waraqt ’ atañapa.
Capítulo 3.,3ir T ’ aqa.
"Lo que me impactó es cómo una bloguera puede recibir 50 latigazos, por dar las informaciones, eso me parece muy mal.","Wal muspayitu kunjamti mä bloquerax yatiyawinak uñt ’ ayas 50 jawq ’ aw katuqki ukaxa, ukax jan walipuniwa."
"Actualmente, hay cerca de 138 millones de personas en Rusia y muchos creen que si ese número cae por debajo de 100 millones, Rusia no podrá funcionar como país industrializado.","Jichhapachax Rusia-n niya 138 waranq jaqiw utji, ukat waljaniw lup 'ipxi, kunati uka jakhüwiti niya 100 waranqar juk 'aruchanixa, Rusia-x janiw nayrar mä jach 'a markjam sartañ atkaniti."
Un padre en la concentración con su hija.,Father rallying with his daughter.
"De éstas, 1.2 millones fueron en inglés, 620.000 en Pidgin, 2.2 millones en Hausa, 854.000 en Yoruba y 344 en Igbo.","Akanakatxa, 1.2 waranq waranqanakaw ingles aruna, 620.000 Pidgin-nana, 2.2 waranq waranqanakaw Hausa, 854.000 Yoruba ukhamarak 344 Igbo."
"Esto ha hecho aumentar la salinidad, alejado muchos pájaros y producido daño permanente al ecosistema.","Ukjamarakiw jalluqarax waljapti, aka jamachinakaru ukjamaraki markarux jan wali lurawayi."
Los organizadores de la convocatoria dicen que aproximadamente un 90% de los ciudadanos participaron en la protesta.,The rally organizers said that approximately 90 thousand citizens participated in the protest.
"Cerca de 11,000 candidatos, entre ellos siete bloggers, postulan a 218 escaños en la asamblea.","Niya 11,000 candidato, ukankiw paqalqu bloggers, asamblean 218n escaños ukataki."
Global Voices y el poder de nosotros,Global Voicesamp ukat jiwasan ch 'amasampi
Lo más leído en 2010,2010 maran jilpach ullart ’ ata
"Dice que un escolta shabiha fue asignado a cada soldado nuevo, para asegurarse de que no desertara.","Jan soldad sarxañapatakix mä escolta de shabiha sapa soldadotaqix utjäna, uk sapa mantiriruw churapxäna."
"Durante esta conversación virtual, reunimos a expertos y otros profesionales para compartir sus experiencias, desafíos e historias de éxito:","Aka aruskipawinx tantacht ’ aptw yatxatatanakaru, ukat yaqha yatxatirinakarus kuna luräwinakat yatiyatarakiwa, ukjamat mayacht ’ asipxasp aka wakicht ’ at amtatxa:"
"México: ""Reforma que de educativa no tiene nada""","México: ""Reforma educativa ukax janiw kuananikisa"""
Venezuela: Capriles cerró su campaña con manifestación masiva en Caracas,Venezuela: Capriles jilax Caracas marakan campañap jist 'antawayxi
¡Las leyes y regulaciones han quedado seriamente rezagados del desarrollo de las cosas!,¡Internet-ax janis yatiykipasiñatak walikasp ukjamaw kamach taypin uñjasiwayi!
El chileno Max Barata (@MaxBarata) comentó con humor:,Chileno Max Barata (@ MaxBarata) ukax akham arst ’ atayna:
"No se ha cerrado un ciclo, hay buscar más #verdad y #justicia.","Janiw mä pachax tukuykiti, chiqamp justicia-mpix juk ’ ampiw thaqhaña."
¡Únete a nosotros!,¡Nanakamp chikancht 'asipxam!
La población empezó con las labores de limpieza de inmediato.,Markachirinakax jank ’ akiw qut q ’ umachañatak sartasipxi.
"¿Ha habido mejoras en la calidad de las noticias que se ofrecen? ""","Uka yatiyäwinak uñt ’ ayatak uksanx utjpachat markachirinakatak aski yatiyäwinakaxa? """
Economía,Qulq apnaqäwi
Pusimos fin a cuatro décadas de corrupción en el sector de los fertilizantes a los 90 días de mi toma de posesión como ministro.,Pusi tunka mara fertilizante-nak tama ñanqhachäw 90 urunak saraqkipan irpirit utt ’ ayasitat tukt ’ aytana.
Él fue demandado por un restaurante por una reseña que publicó en su blog.,Jupax mä restaurante ukat demandatanwa blogupan mä reseña puwlikatapata.
"Tras convertirse en jefe de la oficina de información del Hospital Regional Dnipropetrovsk, Sukhomlyn decidió aprovechar su exitosa experiencia allí y lanzó las cuentas de medios sociales para compartir noticias sobre el hospital, incluyendo eventos, empleos vacantes, la llegada de nuevos equipos, etc.","Kunawsatix Sukhomlyn Hospital Regional Dnipropetrovsk ukan p ’ iqinchirix ukhaxa, kunanakaxay ukan yatiqchixa, ukanak sarayañ munäna, ukjamarak medios socialesan ukan uñt 'ayatayna, kunatakix qullañ utan uñt ’ awinakapa, ukampirus kamachawinakapa, irnaq utjäwipa, machaq yänak puritapa ukat yaqhanakamp kun yatiyañ munapxäna."
Algunos usuarios de Weibo lograron acceder al post censurado y a las fotos.,Yaqhip Weibo ukan apnaqirinakapax uka censurat qillqatar fotografias ukanakar mantañx atipxänwa.
"También, Gabo por el mundo nos muestra una selección de imágenes al igual que consejos de como llegar y donde hospedarse.","Ukhamarakiwa, Gabo uraqpachat ajllt ’ at jamuqanak ukhamarak iwxäwinakamp kunjam puriñamp kawkir qurpachasiñamp uñacht ’ ayistuxa."
Su padre afirma que la cárcel le supone una tortura debido a sus problemas de riñón.,Tatapax mutuñ utax jan walt ’ añ utawa ukatx wawapan maymururt usutatapat wal llakisi.
Dirige desde atrás — y deja que otros crean que están al frente.,Qhipaxat apanaqama — ukatx antutam yaqhanakar nayraqatar apañapa.
"Cuando se produjeron las inundaciones, hubo pánico en el país... yo no me inquieté.","Uraq jithiwitatxa, wali mulljasïwiw markan uthäna … nayax janiw mulljaskti."
"En ese momento dice ""nunca tuve vacaciones.",Uka pachax “janiw samarkayati janiw markaxarux miskitikti ” ukham sani.
A continuación se muestran tres de las películas ganadoras.,Jichhax kimsïr atipirinakat mä película uñjayapxama.
Existen aplicaciones y plugins desarrollados por terceros para ayudar a que los hablantes nativos se sientan más cómodos con sus smartphones.,Utjiw apnaqäwinak ukhamarak plugin-nanaka kimsirinakan lurata nativo-nakar yanapt ’ añatak ukat jasak smartphones. apnaqapxañapataki.
Colombia: entrar a internet en Alemania,Colombia: Alemania markan internet ukar mantaña
Las reacciones han sido diversas.,Amuyunakax mayj mayjanwa.
"Al escribirlo nos recordó que los presos también son personas. """,Jist ’ antatanakax jaqipxarakiwa sasina ”.
"Conversé con ella bastante informalmente y en el siguiente corto video pueden verla (y oirla) hablando sobre Global Voices, traducciones e idiomas:","Jupampix walja pachaw aruskipt 'apta, ukatx jumanakax ist 'apxasmaw uka video, Global Voices uksan kawkïr arunaks jaqukipiritan ukanakxat arxayt 'aski:"
Paraguay: La muerte de Lino Oviedo y sus consecuencias,Paraguay: Lino Oviedo jiwawipat ukhamarak jan walt 'awinakapata
"Estas declaraciones se producen días después de que El País publicara unas fotos de hace 20 años, en las que el presidente de la Xunta Galega, Alberto Núñez Feijóo (Partido Popular) apareciera con el histórico contrabandista Marcial Dorado, actualmente en prisión.","Aka arusiwinakax qhipa urunakaw uñsti, janira El País ukax 20 maranakan jamuqanak qhanstaykan ukja, Xunta Galegata irpiri, Alberto Núñez Feijóo (Partido Popular) jupax Marcial Dorado uka nayra sarnaqäw kuntrawantistampiw uñstäna, jichhürunx wat ’ añ utankiwa."
Las fotos se reproducen con autorización del artista.,Aka futunak jist ’ art ’ asmaw aka jaqin amtawipimpi.
Actualización (7 noviembre 2012):,Actualización (7 uru lapaka phaxsita 2012):
"No me juzguen por mis éxitos, júzguenme por cuántas veces me caí y me volví a levantar.- Nelson Mandela","Jan juchachapxistati lurawijanakata, juchachapxita qawqxkutis jaquqtatatha ukhamaraki qawqxkutis sartastha.- Nelson Mandela"
Esto no es ciencia ficción.,Akax janiw samkakiti.
No dejen de informarse.,Janiw aka yatiyawix jaytañamakiti.
Es todo lo que queda ahora.,Ukakiw jichhax utjxi.
¡¿Saqueadores?!,¡Lunthatanaka!
Muchos de estos productos están sobrevalorados (podéis ver el contrato aquí).,"Waljanakaw sapxi, sinti irjatatawa (kuntratu uñjatasma akana)."
"Los empleados del metro abrieron una puerta lateral para que la gente buscara refugio, pero terminó por crear un embudo donde la gente estuvo atrapada inhalando gas.","Metron irnaqirinakax maysatuqin mä punku jist ’ arapxana, ukjamat jaqinakax imantasipxañapataki, ukanx jaqinakax jan kawksar mistsuñ utjipan katjatapxanwa, ukat gases ukamp antutatapxanwa."
"Teniendo esto en cuenta, os ofrecemos una serie de ejemplos que muestran cómo algunas personas celebran y comparten con los demás su lengua materna a través de vídeos en línea y de páginas web.","Akanak uñt ’ kasax mä qawqha uñt ’ awinak uñt ’ ayapxama, kunjamati yaqhip jaqinakax yaqhanakamp tayka arup videos en linea ukjamarak pagina web tuqi uñt ’ ayapxi."
"Los participantes siguen tuiteando sobre los temas a discutir en muchos idiomas usando la etiqueta #AB11, y el blog de conferencia seguirá publicando actualizaciones.","Chikancht ’ asirinakax kunayman arunakana, kunayman t ’ aqanakatx tuytiyasipkakiwa etiqueta # AB11, ukatx blog ukax jichhakipstayawinakatx uñt ’ ayaskakiniwa."
Danielle Lauren es la directora creativa y ella nos explicó lo que está apunto de pasar y de qué manera todos podemos participar.,"Danielle Lauren jupax irpiriwa, ukat jupax uñt ’ aychistuwa, niyaw makiptani ukatx kunjamats taqin chikanchasna sasina."
Hay algunas herramientas en línea que pueden serles de gran ayuda.,Ukatakix thakhi yänakaw (herramientas en línea) yanaptasiñatak utjaski.
El ecosistema del Monte Kenia suministra agua directamente para más de dos millones de personas.,Ecosistema sat Monte Kenian utjki ukatw chiq umx päwaranqa waranqa jaqinakatakix utji.
Canción rap tunecina se convierte en un himno para la juventud,Rap tunecina jayllawix mä q ’ uchuw waynanakatakix tukuwayi
"¡Mundo, les enseñamos a vivir!","¡Uraqi, jakañ yatichasipxsmawa."
La siguiente historia desvela sus primeros días y los de otros emigrantes árabes en Brasil y América Latina.,"Ukatxa, nayrïr urunakat ukat jaqha árabenakat Brasil markat ukat América Latina markat aka sarnaqawix uñacht ’ ayi."
"Para alguien que vive con drogadicción, convertirse en paciente de terapia de sustitución implica cambios significativos en su vida.","khititi drogadicción ukamp jaki ukatakixa, terapia de sustitución ukhamaw tuku ukax sañ muniwa, jakäwipan turkakiptawinakaw utjani sasa."
He estado realizando todo ello porque me encanta traducir diferentes lenguas.,"Walja castillanu, francés ukatx ingles arut qillqatanakw aymar arur jaqukipawayta."
"Hector Pappa (@hectorPappa) tuiteó que en el Vaticano están de fiesta, y para Felipe CQ (@FelCul) el único gol del partido fue del papa.","Hector Pappa (@ hectorPappa) tuytiyiwa Vaticano ukanx phunchhawinkasipkiwa, Felipe CQ (@ FelCul) arst 'arakiwa mä anatawin atipjawix papan atipjatapawa."
Wikipedia en guaraní,Wikipedia guaraní
"Wikitongues es un nuevo proyecto con el que se espera documentar los 7,000 idiomas del planeta.","Wikitongues ukax machaq amta-wakichäwiwa, ukat uraqpachan 7,000 arunak qillqantañw suyi."
La marcha de hoy por la reforma educativa puede ser seguida mediante transmisión en vivo via Ciudadano Inteligente y Sentidos Comunes.,Reforma educativat sartasiwix Ciudadano Inteligente ukatx Sentidos Comunes ukanak tuqiw wayrar uñt 'ayataski.
"Karaitiana Taiuru, activista del idioma māorí y de tecnología, brinda la letra del himno en su blog:","Karaitiana Taiuru, activista del idioma māorí arun ukhamarak tecnología ukan activistax q ’ uchun qilqatw blogupan uñt ’ ayi:"
@acarvin: Gaddafi: se han llevado a la gente joven lejos de sus familias y les han dado alucinógenos.,@ acarvin: Gaddafi: wayna jilatanakaruwa janchi masipanakata jithiqayasina yaqha amuyumpi p ’ iqiru uskuntasina apamuchutayna.
Cualquier usuario puede subir noticias (noticias falsas y sátiras son bienvenidas) así como fotos relacionadas con las noticias.,Kawkir uñakipiris ukar mantakispaw ukat yatiyäwinak (jan chiqanak ukhamarak sawka yatiyäwinaksa) ukhamarak yatiyäwinakat jamuqanak apkataspawa.
"Monte Kilimanjaro, Tanzania","Monte Kilimanjaro, Tanzania ukana"
"Ella describe dicho índice de fracasos como ""asesinato en masa"".","Jupax taza de fracaso uk ""taqpachan jiwayatapkaspas"" ukjamarak amuyi."
En momentos como este doy gracias por los medios sociales.,Ukat akjamanx medios sociales ukanakaruw yuspajar churata.
"“El estudio señala que el 61% de los mexicanos utilizan redes sociales, pero solo el 20% usa Twitter.","Ukat “yatxatäwix uñacht ’ ayiwi, mexicanonakax redes sociales ukx 61% ukj apnaqapxi, ukatx Twitter ukx 20% ukjakraki."
Cuando estoy escribiendo algún post no tomo traducciones.,Janiw kuns uka tukuyañkamax kurkti.
gvenespanolvideos(arroba)gmail(punto)(com),gvenespanolvideos (arroba) gmail (punto) (com)
Nicolás Martínez (@diarionocturno) y otros han estado jugando con el lema de la campaña:,Nicolás Martínez (@ diarionocturno) ukat yaqhanakampix sapxiwa aka lema campañat anatasipxiwa:
Lo primero a hacer es ir a nuestros eventos o participar en los talleres y proyectos.,"Nayraqatax wakisiw luraña, jiwasanakan jikthaptäwinakasar saraña, ukats wakichäwinaka, yatintawinakar mayachasiña."
