target_sentence,source_sentence
"@veen_NT Histórica participación de los electores de Bangkok: 64% - buen trabajo bangkokianos, esforzarse mas la próxima vez.","@ veen _ NT wali khusaw irnaqawimanakax bangkokianunaka, nayrar sarntasipkakim."
"También dijeron que los refugios para las personas sin hogar no eran una alternativa apropiada, pues la gente sin hogar puede vivir allí hasta por dos años y sin un ingreso no tendrían a donde ir.","Ukhampirus sapxarakiw qurpachaw churaski jan utaniki ukanakatakix janiw wali askikaspati, kunatis jan utaninakax pä marakamaw ukan jakasipxaspa, kunatix jan qullqinisax janiw kawqhar sarañapas utjkaspati."
"Aunque los miembros de la oposición consideraron este comentario un intento por restringir la libertad de expresión en el país, el ministro de Gobierno, Carlos Romero, aseveró que ""normalmente se hace un uso erróneo de las redes sociales para atacar al Gobierno o para dar información errónea acerca de su labor"".","Aka suyun uka arst 'äwix libertad de expresión ukarux janiw siwa, ministro de Gobierno, Carlos Romero, sarakinwa ""redes sociales ukanx pantjasiwinakax waljaw utji Jilïr irpirin irnaqäwipat pantjaw uñacht 'ayañataki""."
"El anterior censo tuvo lugar hace más de una década, en diciembre del 2001.",Nayrïr censo ukax jallu qallta phaxsin 2001 maran apasïna.
"La nueva ley ha provocado las burlas de la web de microblogs más popular de China, Sina Weibo, donde mucha gente bromeaba con que la aplicación de la ley es cuestionable, y visitar a los padres debería ser un tema moral que se debería estimular, y no exigir por ley.","Machaq kamachix sawkanak aptasiwayi aka web de microblogs ukatuqina, Sina Weibo ukanx walja jaqinakaw aka machaq kamachitx sawkasipxana, awk taykar tumpañax janiw mä kamachimp asxarayataspxati jan ukasti sapa maynin chuymatañapawa."
¡Feliz victoria!,¡Kusisiñakïpanaya!
El concepto para una marcha de un millón de personas contra la donación de dinero a candidatos con fines políticos empezó con una publicación en Facebook del productor musical Ito Rapadas:,"Mä waranqa waranqa jaqinakaw unxtasipxan qullqi churapxani candidatos con fines políticos ukatuqita, akasti, Facebook del productor musical Ito Rapadas ukan mä qhanstayawimp qalltataw:"
"Este año, mientras Liberia conmemora el décimo aniversario del Acuerdo General de Paz firmado en Accra que puso fin a una guerra civil de 14 años, cerca de 25.000 graduados de educación secundaria reprobaron el examen de admisión para ingresar a la Universidad de Liberia.","Acuerdo de Paz de Accra uka rixintatat Liberia-x 10 mar 10 mar phuqhi, kawkiritï 14 mar guerra civil utjatap tukuyäna, niya 25,000 tukuyat wayn tawaquw Liberia Jach ’ a Yatiqañ Utar jan mantawapkiti."
Los representantes del COB exigen un aumento de sus jubilaciones del actual 70 porciento al 100 porciento de su salario.,COB uksan representantinakapax 70% ukhat 100% ukhar jubilación ukan chanip irxatayasiñ mayipxi.
Preocupación en quinto día de paro agrario en Colombia,Colombia uksanx yapuchirinakan phisqhür sayantawin llakinkapxatapa
"Lo que se destaca de la lista de programas Choju japoneses es el predominio de NHK (Asociación de Radiodifusión de Japón), sobre todo si se mira los programas con más de medio siglo de historia.","Qilqt ’ awinx uñacht ’ ayiwa, Choju japoneses sat wakichawinaka, NHKta yatiñäniwa, (Japonan Radiodifusiones sat tama), mä chika siglo nayra saraw wakicht ’ winakaw uñjasi."
"Sin embargo, los cargos mencionados en el informe parecen imprecisos: difamación de figuras públicas en los medios sociales.","Ukampirusa, yatiyaw uñt 'ayat taypinx laphinakan uñsti: medios sociales ukar jan walt 'ayata."
"Pero cuando decimos libre albedrío no lo hacemos por el solo hecho de utilizar un término que puede sonar fuerte, sino que fue la sensación que tuvieron muchos vecinos que prefirieron casi encerrarse en sus casas o, aquellos que tenían un poco más de suerte, mudarse momentáneamente de los barrios turísticos para estar más tranquilos en otros puntos de la ciudad.","Ukat phuqantiw sasiwix janiw arukikiti, jan ukax ukan jakirinakax ukw amuyapxäna kunatix utanakapan sit ’ antasipxän jan ukax khitinakati juk ’ amp suirtinikapxanx carnawal phunchhäw luraskipanx yaqhachaqaruw jakir sarapxanxa."
11AM – 1PM.,11AM – 1PM.Tunka mayan pachata maya jayp ’ ukama.
Apoyamos procesos transparentes y participativos para regular internet y el establecimiento de cinco principios básicos:,Phisqha aski mayiwinakaruw ch ’ amancht ’ apxta:
"Pero para aquellos cubanos que sí pueden tener Internet o para los que participan en Internet ""offline"" los blogs y las redes sociales les han abierto un espacio de comunicación y de expresión completamente independiente del gobierno.","Juk ’ ampisa internetar mantañx waljaninakaw jan amuyapkiti, ukjamipansti ch ’ amaskiwa taqinir yatiyañaxa."
"Foto de Simenon en Flickr, bajo licencia Creative Commons (CC BY-SA 2.0) En Argentina, Paraguay y Uruguay es una tradición popular comer ñoquis el día 29 de cada mes.","Foto de Simenon en Flickr, bajo licencia Creative Commons (CC BY-SA 2.0) Argentina, Paraguay, Uruguay markanakanx sapa phaxsi 29 uruw ñoquis ukx mä uñt ’ at saräwjam manq ’ aña."
Balance de 2011,2011 marat amuykipkasina
"Imagen compartida por la página de Facebook de ""Es Colombia, NO Columbia"".","Jamuqa Facebook “Colombia ukhamawa, JANIW Columbia ukhamakiti ” uskutawa."
¿O prohibirá el Islam el castigo para la gente que roba miles de millones y castigará únicamente a los ladronzuelos?,Jan ukax Islam-anx uka mutuyäwix jark ’ atanit waranq waranqanak qulqi lunthatir jaqinakatak ukat aliq lunthatasirinakakit mutuyatäni?
Las reacciones de los cibernautas a este informe van desde el escepticismo total a las teorías de conspiración:,Cibernauta-nakax k ’ arisiwitjamat wali muspharatapxiwa:
Un grupo de marines de la Academia Naval de EEUU cantan el tema de Psy galopando con sus uniformes blancos.,"Mä tama U.S. marinero-nakax Psy-n k ’ uchirtäwip jayllintapxäna, ukat phichhu isinkam ukjamaw thuqhuntapxarakïna."
Este hecho ha generado expresiones de rechazo tanto de las organizaciones de periodistas como de los propios colegas de los despedidos.,"El Comercio taman amtapawa, Keiko Fujimori ukatak jan sapa kuti yatiyatapata.."
Este post es parte de nuestra cobertura especial al Terremoto de Japón 2011.,Aka post ukax cobertursan Japón markan uraq khatahtix 2011 maran utjki ukxatawa.
Ha pasado casi un año y medio desde que John Kufuor le entregó el poder respetuosamente al presidente Atta Mills en la que fue anunciada por analistas políticos como la elección más pacífica y destacable dentro de la política africana.,Akax ñä mara chikanixiwa John Kufuour irpir tatan kunawsatix Atta Mills yaqha Africa marka irpirir ch ’ ujtattan ajllisiwipan katuyxatapaxa.
"Millones han emigrado a los Estados Unidos, por la familia, oportunidades o en busca de una mejor vida.","Estados Unidostuqiruxa waranqa jaqinakaw sarapxi jakiri, aka jaqinakax suma jakañ laykuw sarapxi."
"Dentro de la investigación también se incluye al asambleísta Clever Jiménez, su oficina dentro de la Asamblea también fue allanada.","Uka yatxatäwinx asambleísta Clever Jiménez uka taypinkarakinwa, jupan oficinapanx Asamblea manqhax uka kipkarakiw thaqhat uñjasitayna."
Se puede encontrar toda la información sobre cómo participar en las pautas de tve biomovies 2012.,Jilpach yatiñatakix tve biomovies 2012 ukan jikisma.
"Leopoldo II, rey de los belgas, fue el único propietario de facto del Estado Libre del Congo de 1885 a 1908, hoy conocida como la República Democrática del Congo.",1885 marat 1908 marakamax Estado Libre de Congo-t Bélgica-nkir Rey Leopoldo II tatakiw de facto ukjamäna.
(Toda la capacitación se impartirá en español.),Ukanakax taqpachax español arut yatintayatäni.
Ese es el tipo de viaje que me encanta.,Ukhamaw yaqha markanakar sarañaxa.
Cuba: Flash Mob de danza en Plaza Vieja,Cuba: Nayra plasan Flash Mob sutin thuqhuwi
Y no hay quien de respuesta o posibles razones de esta situación...!!!,"Ukhamarakiw nayrur urunakakiw venezolanos uka yatiyaw laphipanakanx uñstawayi khaysa, Qhipa yatiyawinaka, ukanx yatiyawayiwa:"
"Al acercarse el año 2015, fecha límite para conseguir los objetivos de desarrollo del milenio de las Naciones Unidas (ODM), se abre la búsqueda de soluciones para reducir la pobreza.","Naciones Unidas (ODM) ukatakix nayrar sarnaqañatakix lurañ amtanakax 2015 uka naratakiwa, ukat uka maratakix jan juk ’ amp pobreza uk utjañapatakix Organizaciones ukanakax walpin aka lurañ amtawitakix irnaqasipki."
Estaban muy ajustadas y me hacían daño.,Yanqhachapxitanwa sasa.
Nunca ho le histo hacer nada! solo hablar,Television panameña uksanx uka wakichawix wali uñt ’ atawa.
"Mientras tanto, el gobierno de Cristina Fernández de Kirchner y el gobierno de la ciudad de Buenos Aires también buscan culpables.",Cristina Fernández de Kirchner Buenos Aires uksan jilïr irpiripax juchancharakiwa.
El domingo 16 de octubre es día electoral en Bolivia.,Bolivia: Judicial chhijlläwix jan kuna campañ lurasaw phuqhasi
"Jakarta, la capital de Indonesia, está paralizada por una inundación masiva.",Uka markax qutachrantawlaykut taqi kunas sayt ’ xiwa.
"Rusia está dotada con una de las mayores reservas de recursos naturales en el mundo, y aun así la crisis demográfica que está asolando al país desde la caída de la Unión Soviética puede dejar a Rusia sin jóvenes que defiendan su patria.","Aka uraqpachan Rusia-x suma jilt 'anak churatawa, ukat jaqi juk 'akïtapax jach 'a suypacharuw llakisïwayi, kunawsatti Unión Soviética-n jan walt 'atapat Rusia-ruw jan uraqipar arxatirin jaytaspa."
@nour_odeh: #Gaddafi: Le dimos el poder al pueblo en 1977.,@ nour _ odeh: # Gaddafi: 1977 maranxa markaruwa churtan apnaqañapataki.
"En una reciente entrevista publicada por Global Voices, Aslan dice: ""Empecé a reunir al comienzo sin un motivo claro.","Jichha mä entrevista Global Voices tuq uñist ’ ayki ukanx, Aslan uka jaqix akham sassi: qalltwa “aka fotografianak apthapiñ nayraqat jan kuna amtampi."
"@Ibrahim_Elgarhi: Urgente y humanitario: hay numerosas familias asediadas en el Sinaí, en Firan Valley, que han quedado aisladas por las inundaciones y necesitan ayuda urgente.","@ Ibrahim _ Elgarhi: Twitteran, Ibrahim Elgarhix jiliri p ’ iqinchiri tatax Egipcio Mohamed Morsi tatarux sawayiya akjam sasa, jank ’ akiy jaqi masi: sinain walja awk taykanak uman jark ’ antatanakaw utji, khaysa Firan Valley ukan jallun jark ’ antat jiqqhatasirinakax jank ’ akiw yanapt ’ a munapxi."
@acarvin: Gaddafi: vosotros sois los responsables de los comités.,@ acarvin: Gaddafi: Jumanakatawa aka Comité mayacht ’ awinakaxa.
"Ecuador: Nuevo blog ""Conectándonos"" anuncia reunión en mayo","Ecuador: Machaq blog ""Conectándonos"" ukax llamayu phaxsin tantachäwitakiw yatiyi"
“No se trata de si los pueblos indígenas recibirán reconocimiento constitucional.,"""jupanakax minorias etnicas sat uñt ’ atapxiw."""
Esto señala un beneficio adicional a la conservación de las tradiciones culturales dentro de esta población.,Aka estudiox tukuyxiw:
Muchos periodistas han resultado heridos mientras trabajaban y reciben amenazadas con frecuencia.,Pachparakiw utjawayi usuchjatanaka ukhamarus amenazanak katuqapxi.
Afiches de William Yau se publicaron en diversos sitios de redes sociales. Foto de Facebook de hitz.fm Kuching.,William Yau jamuqanakax walja redes sociale ukanw uñacht ’ aytäna. hitz.fm Kuching -pa Facebook jamuqa.
"Hasta julio de 2012, nuestro dedicado equipo de cerca de 80 voluntarios realizó más de 80 posts en inglés, muchos de ellos traducidos en varios idiomas.","Aka julio de 2012, jiwasan equipusax utjaraki 80 voluntarios kunatix 80 post aka ingles uka lurawayapxi,"
"UPDATE: Lourdes Alicia Ortega Perez, la venezolana que fue arrestada la semana pasada luego de burlarse de Hugo Chavez en Twitter, fue puesta en libertad de la custodia policial el día 16 de marzo.","UPDATE: Lourdes Alicia Ortega Perez, mayni venesolanax nayrürux jist 'antataw uñjasïna Hugo Chavez tatat Twitter uksan sawka arunakamp qillqatapata, 16 aka achuqa phaxsitw antutjawayxapxatayna."
"Con tambores y bailes comenzó el ""Carnaval del País"" en Gualeguaychú","Gualeguaychú markanx tampuranakamp thuqüwinakampiw ""Markan Carnawalapaw"" qallanti"
"Y ustedes, sí USTEDES, son parte de este cambio.",Jawillt ’ awix sarañatak jist ’ arasiwa
"@RicciuP: Si le dice a todos los asiáticos ""chinos"" no tiene derecho a quejarse porque le digan ""Columbia"" a Colombia.","@ RicciuP: Taqpach asiaticonakar “chinos ” sapxixajaniw derecho utjixakunalayku Colombia janiw sapkiti jan ukax“ Columbia ” arsusipxi, janiw wararañamakiti."
"Inspirados en el medio surcoreano OhMyNews e impulsados por el exsenador Fernando Flores y el movimiento Atina Chile, crearon El Morrocotudo.",Jupanakax sur corea mistur senador Fernando Flores jaqin unxtirinakam p ’ iqinchatapxiwa.
Ella se encontraba de visita de Lima y aprovechó la oportunidad para informar a la comunidad que su proyecto fue seleccionado recientemente como el nuevo proyecto beneficario de Rising Voices.,Jupax Lima markankanwa ukatx machaq (beneficario de Rising Voices) uka amta ukxta qhanancht 'äna.
"En las redes sociales abundaron las demostraciones de beneplácito respecto a la transformación de Uruguay en ""Santuario de ballenas y delfines"".","Ukatx Redes sociales ukanakanx walt ’ atanw uñacht ’ awinakax Uruguay ukan ""Santuario de ballenas y delfines"" ukjam tukutapata."
Las primeras teorías señalan que el ataque puede haber estado relacionado con la abierta crítica de Vidal a la corrupción y el contrabando.,Tata Fernando Vidal yatirix qullayasiñ utan uñjataski.
"En su blog personal, la periodista Fabiola Chambi muestra lo que les gustaría ver a los turistas que lleguen a su ciudad natal de Tupiza, así como algunos de los principales lugares de observación a lo largo de la ruta.","Fabiola Chambi yatiyaw yatiyïr (periodista) kullakax jupan blog-upanw kunanaks turistas ukanakax Tupiza markan uñjañ munapxaspa ukxat qillqt 'i, ukan yaqhip aski chiqawjanakax aknirinakaspaw ukanakax aka taypin uñjasi."
"Helton Scheer de Moraes, en un testimonio reproducido en el blog grupal de Masa Crítica, fue uno de los primeros en ser golpeado por el auto y comenta:","Yaqhanakax causando janiw jak ’ achkatasipkataynati, kunalaykutix mä 500 mts ukjam jayankasipkataynawa.! AKAX JANIW CHIJIKITI, JAN UKASTI JAQI JIWAYAWA!"
La víspera del lunes mostró un cierto augurio del agradable regalo que estaba por llegar.,Qatar markachirinakarux mä juk 'a yalluw purxatt ’ awayatayna.
"Además, estudiaron las perspectivas políticas, legales y tecnológicas de Hispanoamérica.","Ukatarak perspectivas políticas, legales y tecnológicas de Hispanoamerica ukanak yatiqäpxi."
"Natalia Vianna reporta sobre los WikiLeaks acerca de cómo los cables de la embajada de los EUA revelan que las fuerzas de seguridad brasileñas han cooperado con la inteligencia de los EUA en contraterrorismo en el país, arrestando a personas con enlaces al terrorismo bajo varios otros cargos, particularmente narcotráfico.","Natalia Viannax WikiLeaks ukatuqitwa uñt 'ayi, kunjams embajada EUA ukan cable satar brasileñas ukax ch 'amanchatayna uka EUA contraterrorismo ukaru, jilpachanx narcotráfico jaqinakar jist 'antasa."
Mosbate1000 dice que:,juchanipxi.
11AM – 1PM: Terminar los proyectos digitales de cada participante.,11AM – 1PM: Tunka mayani pachata mä jayp ’ upachakama: yanapt ’ irina digitales uka wakichäwipanak tukuyaña.
Hasta este momento sigue habiendo réplicas.,Jichhakamaxa utjaskiwa uka pächpa yatiyawinakaxa.
"Según el blog maltés Malta CC, se presume que pilotos militares serbios participaron en los bombardeos a manifestantes en la ciudades libias de Trípoli y Benghazi.","Blog maltes ukarjamax, Malta CC amuyatatxa serbio Pilutunakampi pallapallanakampi libias de Trípoli y Benghazi markanakan markachir sartasirinakaruw yanqhachapxatapa, jan ukasti bombanakampi irt 'apxatapa."
"En un tiempo en el que el 20% de los índices de audiencia de los dramas del horario estelar se han vuelto escasos, “Sazaesan ” obtiene un promedio de un sólido 20%.","Qulqit pist ’ awina, uñanchawinakax pisiqtiwa, kunalaykuti walja wila masinkaw anqajan 6: 30ni willküru urunakax wakichawinakapamp chikañchasisipki."
"Mensajes positivos sobre Colombia e imágenes con el mensaje ""Es Colombia, no Columbia"" han estado llegando a la etiqueta y la página de Facebook.","K ’ uchik mensajenakax aka Colombia markata ukat jamuqanakampixa aka mensajenakampixa qillqañawa “Colombia ukhamawa, janiw Columbia ukhamakiti ” ukhamax aka etiquetaruw ukat Facebook purintaskiwa."
"La represión física durante este día fue brutal y dejó al menos dos muertos en Teherán. Un café Internet en Teherán, Irán.",2011 maran saxra ur ch 'axwäwinakax Egipto-mpin Túnez-ampin saykatäwinak utjipan Iran-inkir jan munirinakan mä mar amtäw amtatäniwa.
"En ningún momento hubo intención de invadir el ayuntamiento, la gente simplemente se ha vuelto furiosa y empezó a contraatacar con piedras y palos a la policía.","Mä ukch ’ anx jach ’ a tantachäwirux niyapuniw mantapxi, jaqinakax wali phiñasitapxanawa, ukat qalanakamp lawanakampiw pallapallanaktuq kutt ’ ayañ qalltapxana."
"Piro Pendas (Ritmo Peligroso), músico mexicano, le da voz a la historia de Leonardo, que es la historia de nuestro país.","Jisnawa aka mayni cantiri Ely Guerra jupax grawiwa Marisela Escobedo, jupa tuqxata kunatix aka warmix wal arsusiwayatana wawapar jiwayapxatapata."
"El interrogador también fue provocador, me insultó: ""eres una basura, eres un criminal"" y otras cosas que no estoy dispuesto a repetir.","Jiskt 'irix yanqha arunakampiw situ: ""mä basura, criminal ukhamatawa sasa"" ukat yaqhanakampi janiw ukanakwasitamp arskiristi."
López fue una de los participantes en una huelga de hambre de siete días que se llevó a cabo el pasado noviembre que terminó después de que las autoridades de la Ciudad de México se reunieron con los manifestantes.,"López uka mayni mamax paqallq urunakaw huelga de hambre luririnakamp chikt ’ atätana lapaka phaxsinxa, ukat tukt ’ ayataxärakinaw kunawsatix autoridadanakax tantachaskan huelga de hambre luririnakampi."
Arabia Saudita: Se prohibió a las mujeres asistir a juicios públicos,Arabia Saudita: Warminakarux juicios públicos ukar sarapxañapax jark 'atawa
También puede leer:,: Akanx ullarasirakispawa
Esta publicación es parte de nuestra cobertura especial de las Protestas en Bahréin 2011.,Aka qilqt ’ atax 2011 Bahrein unxtasïwinakat wakiskir yatiyäwiwa.
"La comunicación durante el taller será en inglés, con traducciones en español disponibles en determinados momentos de la actividad.","Arsüwix uka yatxatäwinx Ingles arutkamakiniwa, ukampirus uka yatxatawin wakichäwinakapanx español arur jaqukipäwix utjarakiniwa."
"Aunque el propio presidente de Irán y un par de sus ministros usan personalmente diferentes plataformas de redes sociales para comunicarse con sus seguidores, los iraníes tienen prohibido el acceso a sitios como Facebook.","Ukch 'añkamax mayni Irán jilïr irpirin mä pä ministrunakapax yaqha arkirinakamp aruskipañatakiw may may Redes Sociales ukanak apnaqapxaraki, iran-inkir markachirinakax Facebook-ar mantañat tuwatapxiwa."
Las autoridades deberían responder esa pregunta.,Jilïr irpirinakax akatuqit qhananchapxañapawa.
Imagen de Wikimedia commons de dominio público.,Wikimediata commons de dominio público ukana jamuqata.
Así lo expresó el Profesor Calestous Juma (@calestous) de la Harvard Kennedy School y originario de Kenia:,Kenyan Harvard Kennedy Yatichirix (@ calestous) akjam yatiyarakïna:
"La suya es una iniciativa basada en el deseo de contribuir a crear no sólo una cultura de lectura entre los niños y niñas que asisten a la escuela, si no realmente abrir sus ojos a otras oportunidades profesionales. Los jóvenes zimbabuenses son el grupo demográfico más numeroso en Zimbabue y las oportunidades para los egresados de la escuela siguien siendo pocas.","Juk ’ a yanapan mayja yatichanak yaticht ’ añataki, irpirïñatak ukhamarak chuyma aru yatiqi waynanakar yaticht ’ añatak ukaw mä irnaqawinakapax, Chakax siwa, phuqachxiw pach jan ukax jayra pachanakaspanwa."
"En el blog 24-Mamfakinch se publicó el siguiente vídeo en el que aparecen unos individuos no identificados, intentando supuestamente forzar una urna electoral tras el cierre del colegio y antes de que se iniciara el recuento.","Blog 24-Mamfakinch ukax mä witiyu ukw uñt ’ ayi, ukanx mayanakax sapaki yaqhipansti walja ukhamaw uñjasi, urna electoral ukar jan walt ’ ayas yant ’ awimpi, niya qalltar ukahamarak niya tukuyaru."
"Necesitamos notificaciones RSS y lo ideal sería conseguir un editor, pero estamos buscando apoyo económico institucional para ello.","RSS yatiyaw munapta, ukatx yaqha editor jikxatañaw wakisispa, ukatakix qullqi yanapt 'aw thaqhasipkta."
"@Cami_Cotarelo: No se festeja que #MurioVidela, pero hoy despues de casi 40 años descansan en paz mas de 30.000 personas","@ Cami _ Cotarelo: janiw # MurioVidela Jiwatapat k ’ uchiratakiti, ukampirus jichhürux pusi tunka maranakatx kimsa tunka waranq juk ’ amp jaqinakaw samarapxani."
Los iremos siguiendo y una selección de los más interesantes será publicada en nuestro post de resumen.,Arkasipkamaw kaukiritix wali kust ’ atakan ukax publikasiniw jiwasan post ukaru.
"Kalmeh, sitio web de la oposición, informa que varios manifestantes fueron arrestados el miércoles 3 de octubre.","Kalmeh, jan munirin sitio web-apan yatiyiwa kunati pacha urux walja unxtasirinakaw katuntatapxäna."
"En otro post del Uncultured Project: Islam:101, Ahmed propone que un mayor conocimiento de la cultura de las comunidades en las que se centran las organizaciones de cooperación podría aportar a estas mismas organizaciones un mejor entorno donde, en vez de rechazar algún trabajo con ciertos grupos por ignorancia y discriminación, podrían aprender la cultura y trabajar a partir de esta base.","Aka Uncultured Project post ukana: Islam: 101, Ahmed arst 'ani: juk 'amp marqanakat sarawunakap yatsna ukat uka yatiyawip organismos de cooperacion ukanakax suma uñjatapspa janiw kuna uñch 'ukiñanakas utjaspati."
@AndrsGomezV: Algunas dudas #uranio: hasta ahora ningún experto lo vio ni certificó y si era tan radiactivo ¿por que transportaron como si fuera arena?,"@ mrduranch: @ Fer _ SanMartin ¿fuente? # uranio? ukax mä recipiente de plomo ukar suma imataw apanaqasiñapa, jan walt 'ayiriwa."
"No había referencias a pueblos tribales ni indígenas en la primera Constitución de Bangladesh de 1972, donde se mencionaba que Bangladesh sería la tierra de los bengalíes.",Aka jamuqanxa taqi uka nayratpacha aka uraqinkiranakawa walpun ch ’ axwir mistuwayapxatayna.
"Del sitio web: ""Juntos por un trânsito más humano, por ciudades más bonitas y alegres, por un mundo más respirable: todos somos parte de Massa Crítica"".","Mä Massa Critica laphi uñjañatakiw Aka sitio web ukaxa: taqina taqpachani sartasiñasataki juk ´ ampi jaqiñasataki, aka mark juq ´ amp jiwakiñapataki ukhamaraki markpach sum samsuñataki taqiniw aka Massa Critica tuqinktanxa."
"La investigación, a cargo de Microsoft Research, examina las prácticas de intercambio de información por parte de las personas que viven en ciudades en conflicto por la guerra contra las drogas en México.","Yatxatawixa, Microsoft Research ukana, yatintirinakax yatiyawinak turkt ’ asaw yatxatapxi, ukatx markanakan jakir jaqinakax Mexiconx yanqhaqullanaktuq ch ’ axwasaw jakapxi."
"De esa manera, también estás defendiendo a Internet. #NoTemasaInternet",Internetarus # NoTemasaInternet arxataskaraktawa.
Esto es lo que Oscar Montezuma pregunta en el blog Blawyer.,Akx Oscar Montezuma jilaw blogupan Blawyer jiskt 'asi.
Las escuelas de Ciudad Isa se dirigieron al Ministerio de Educación entre peticiones de dimisión del ministro de educación y protestas por el sistema de profesores voluntarios adoptado cuando los profesores se declararon en huelga para apoyar a los manifestantes de la Glorieta Perla y los mártires caídos.,Markanakankir yatiñ utanakatx Ministerio de Educación tuqiruw sarapxi.yatichirinakax Glorieta Perlan ch 'axwawin jikjatasipk ukanakar yanapt 'añatakiw manq 'at mutuñar mantapxi.
"RFI se centra en la programación interactiva, con citas y debates acerca de las políticas y de los productos entre los agricultores locales, no es sólo información de arriba hacia abajo.","RFI wali kuskawa, kunatix utjiwa: tantachawi, aka politicas ukat productos ukanak arusqiptañanaka marqachirinakatak utjäna."
A continuación aparecen algunas imágenes de aves de la página de Facebook de Arnold:,Gitagum jisk 'a markax Laguindingán marka jak 'an jikxatasi:
La palestina Ola Anan tuitea:,Palestino-nkir Ola Anan-ax akjam siwa:
"Varias organizaciones de derechos humanos y defensores individuales de diferentes sectores están detrás de este sitio web donde trabajan juntos para ofrecer a las víctimas de tortura asesoría psicológica y legal, exponiendo más incidentes, llegando a organizaciones de medios tradicionales y creando conciencia en el público acerca de los casos y sus repercusiones.","Jan walt ’ ayat k ’ uk ’ ux Edmad El Kebir satawa, Islan Nabih ukatx Reda Fathi jupanakax t ’ aqisiyata, jan walt ’ ayatapxanwa, vedeo satax uñacht ’ ayatañapawa, ukatx palla pallanakax justiciatuqir jaysapxañapatakiw irpatapxäna."
"Tenemos diferentes tipos de canales: el boletin, el sitio web y nuestra lista de correo.","Walja kast canalanakaw utjapxitu: boletín, sitio web ukat nanakan correo qillqatanaka."
La euforia duró poco.,Mä juk 'a pachakiw phiñasiwix utjäna.
Fotografía de Akaneto.,Aka jamuqax Akaneto-n apsutawa.
"Sudanese Optimist está contento por Sudán del Sur, pero...:",Ukawa wali aski nä pachpataki.
"Tras ser puesta en libertad en el área protegida Salugah y Ghazal hace varios días, Menes voló hacia una cercana isla del Nilo, Donde la capturaron y mataron para comérsela después.","Yatiyawix Menes ukanakarux jan walt 'ayatynawa, Salugah ukat Ghazal ukan Menes ukanakax thuqtawayapxatayna, isla de Nilo uksaruw puripxatayna, kawkhanti katurapkan ukat manq 'antañatak jiwayapkan ukaruw puripxatayna."
"Según informes de prensa, este actual ataque ha cobrado las vida de 13 gazatíes y de 3 israelíes.",Kunawsatix masürunx uka markan jupax mä lata jamach ’ inkaskän ukjaw jiwayapxi.
Hong Kong: Los gastos de la abuela,Hong Kong: Awichan taqikunatak qullqi munatapa
Mientras que El gato (@elgatoninja) tuitea con ironía:,(@ elgatoninja) phiñasitaw tuytiyi:
"Foto: Calé, publicación autorizada.","Jamuqa: Calé, qhanstayawix yatiyatawa."
Cualquiera puede hacer uso del servicio llamándo a alguno de los siguientes números internacionales y dejando un mensaje de voz: +16504194196 o +390662207294 o +97316199855.,Taqinisa aru tuq arsusiñatakix aka jakhuwinak tuqiru jawsant 'anipxaspawa: + 16504194196 or + 390662207294 or + 97316199855.
Se puede ver más en su blog.,Juk 'ampix blogupan uñjasi.
Enseño en algunas escuelas de la ciudad y la respuesta ha sido buena.,arumpits yatiqirinakar yaticht ’ i ukhamat “jan callenakan uthañpataki ”.
"Si queremos ser el mejor país del mundo, necesitamos jóvenes con educación. #JuventudAzul por más becas y más oportunidades. — Ramsés Mejía (@ramsesmejia) November 16, 2013",Jiwasatix jach ’ a markañ munañani ukax wayn tawaqunaqax suma amuyuniñpaw. # JuventudAzul juk ’ amp becanak utjañapatak. — Ramsés Mejía (@ ramsesmejia) tunka suxtan urunak sarakpan lapaq phaxsitx pä waranqa tunka kimsan marata
"Michael Hanna, un bloguero y farmacéutico egipcio, continuó su serie de lamentos no sólo por el asesinato de árboles sino también por la demolición de villas antiguas en el suburbio de Heliopolis de El Cairo, y escribió una oda a una palmera.","Michael Hanna, egipcionkir bloguero ukatx farmacéutico jilax qillqt 'iwa El Cairo, uksan mä palmera"
"Hubo un problema que estropeó la ceremonia de traspaso de poder del Consejo Nacional de Transición de Libia (NTC, sus siglas en inglés) al recientemente elegido Congreso General Nacional libio de 200 miembros: la maestra de ceremonias era Sarah Elmesallati, que no usaba velo, y a quien se ordenó abandonar el escenario después que un parlamentario islamista saliera de la ceremonia en protesta por ser ella la presentadora de la histórica ceremonia.","Mä jan walt ’ äwiw q ’ al mayjt ’ ay Consejo Nacional de Transición Libiatuqina (NTC, ingles arut jisk ’ aptayäwi) jichha Congreso General Nacional libio 200 chhijllt ’ atanakan ceremonia maynit maynir turkakipäwi (traspaso de poder): Uka nayrar sarantayirix janiw velo ukanikiti kullaka Sarah Elmesallati-nwa, ukat jaqsutän kunatix mä parlamentario islamista ukan mistuwixan aka jach ’ a ceremoniat wali thithit kullak uñjasax."
"A lo largo del día, los expositores evaluaron la cultura y las perspectivas en materia de privacidad a lo largo de todo el mundo.","Mä urunaki yatirir jaqinakax markanakan yatiyawipa, kunjams taqpach markanakan jaqinakan luratapat yatiyiri ukanak yatxañatakina."
Chile: Protesta estudiantil por reducción de horas de Ciencias Sociales,Chile: Yatiqirinakan Arsusipxatapa Ciencias Sociales Uka Yatichäwin Pachanak Pisiqtayataplayku
Y Majed Abusalama añade:,MajedAbusalama saraki:
